0	-15	64	-48	-4	31	19	26	-21	0	0	-2	4	1	-1	2	-1	0	0	-2	4	1	-1	2	-1	0	0	0	
0	-15	66	-43	-9	30	21	23	-19	0	1	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	
0	-13	65	-41	-8	31	20	23	-21	2	0	3	0	1	0	0	-1	2	0	3	0	1	0	0	-1	0	0	0	
0	-12	69	-44	-7	27	22	22	-15	2	4	0	1	-1	1	-1	4	2	4	0	1	-1	1	-1	4	0	0	0	
0	-16	65	-42	-11	33	20	26	-19	-1	0	2	-2	3	0	2	0	-1	0	2	-2	3	0	2	0	0	0	0	
0	-13	67	-43	-6	29	20	25	-18	1	2	1	2	0	0	1	1	1	2	1	2	0	0	1	1	0	0	0	
0	-14	66	-43	-6	30	21	21	-18	0	1	1	2	0	0	-2	0	0	1	1	2	0	0	-2	0	0	0	0	
0	-14	63	-44	-10	31	22	24	-18	0	-1	0	-1	1	1	0	0	0	-1	0	-1	1	1	0	0	0	0	0	
0	-17	64	-44	-7	27	20	25	-17	-1	0	0	1	-1	0	1	1	-1	0	0	1	-1	0	1	1	0	0	0	
0	-13	67	-45	-8	29	21	24	-19	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	
0	-14	63	-42	-12	30	19	26	-17	1	-1	2	-3	1	0	2	1	1	-1	2	-3	1	0	2	1	0	0	0	
0	-12	66	-46	-7	31	20	26	-19	2	1	-1	1	1	0	2	0	2	1	-1	1	1	0	2	0	0	0	0	
0	-13	64	-41	-9	34	21	27	-20	1	0	3	0	4	1	3	0	1	0	3	0	4	1	3	0	0	0	0	
0	-13	66	-44	-4	31	21	26	-17	1	1	0	4	1	1	2	2	1	1	0	4	1	1	2	2	0	0	0	
0	-13	67	-43	-8	29	21	26	-18	1	2	1	0	0	0	1	0	1	2	1	0	0	0	1	0	0	0	0	
0	-13	67	-44	-8	31	22	23	-17	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	0	0	0	
0	-15	68	-43	-12	31	21	27	-16	0	2	1	-3	1	0	2	2	0	2	1	-3	1	0	2	2	0	0	0	
0	-14	68	-44	-10	31	23	25	-19	0	2	0	-1	1	2	0	0	0	2	0	-1	1	2	0	0	0	0	0	
0	-17	67	-43	-8	31	23	26	-18	-1	1	1	0	1	2	1	0	-1	1	1	0	1	2	1	0	0	0	0	
0	-15	67	-44	-9	31	19	25	-19	0	1	0	0	1	-1	0	0	0	1	0	0	1	-1	0	0	0	0	0	
0	-14	67	-46	-8	30	22	24	-17	1	1	-1	0	0	1	0	1	1	1	-1	0	0	1	0	1	0	0	0	
0	-17	67	-44	-13	31	20	23	-21	-1	1	0	-3	1	0	0	-2	-1	1	0	-3	1	0	0	-2	0	0	0	
0	-14	66	-45	-4	31	21	22	-19	1	0	0	4	1	0	-1	0	1	0	0	4	1	0	-1	0	0	0	0	
0	-14	64	-45	-11	30	23	23	-20	0	-1	0	-2	0	2	0	0	0	-1	0	-2	0	2	0	0	0	0	0	
0	-12	65	-43	-8	33	22	26	-18	2	0	1	1	3	1	2	1	2	0	1	1	3	1	2	1	0	0	0	
0	-11	67	-44	-9	31	23	22	-20	3	1	0	0	1	2	-1	0	3	1	0	0	1	2	-1	0	0	0	0	
0	-11	67	-46	-9	34	23	25	-18	3	1	-1	0	3	2	1	1	3	1	-1	0	3	2	1	1	0	0	0	
0	-13	63	-46	-9	34	22	23	-22	1	-2	-1	0	3	1	0	-2	1	-2	-1	0	3	1	0	-2	0	0	0	
0	-11	64	-41	-14	32	22	25	-21	3	-1	3	-4	1	1	1	-1	3	-1	3	-4	1	1	1	-1	0	0	0	
0	-13	62	-46	-9	30	22	24	-22	1	-2	-1	0	0	0	0	-2	1	-2	-1	0	0	0	0	-2	0	0	0	
0	-10	65	-45	-8	32	23	25	-22	3	0	0	1	1	1	1	-2	3	0	0	1	1	1	1	-2	0	0	0	
0	-11	65	-47	-9	30	21	24	-19	2	0	-1	0	0	0	0	0	2	0	-1	0	0	0	0	0	0	0	0	
0	-12	64	-44	-6	32	24	24	-20	1	0	1	3	1	2	0	0	1	0	1	3	1	2	0	0	0	0	0	
0	-12	64	-45	-11	31	22	24	-20	1	0	0	-1	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	
0	-11	66	-45	-9	29	22	23	-16	2	1	0	0	-1	1	0	3	2	1	0	0	-1	1	0	3	0	0	0	
0	-13	62	-45	-12	33	22	23	-21	0	-2	0	-2	2	0	0	-1	0	-2	0	-2	2	0	0	-1	0	0	0	
0	-13	67	-49	-5	29	22	21	-21	0	2	-3	4	-1	0	-2	-1	0	2	-3	4	-1	0	-2	-1	0	0	0	
0	-16	64	-47	-10	28	22	22	-21	-2	0	-1	0	-2	0	-1	0	-2	0	-1	0	-2	0	-1	0	0	0	0	
0	-16	61	-46	-12	29	21	24	-19	-2	-3	0	-2	0	0	0	1	-2	-3	0	-2	0	0	0	1	0	0	0	
0	-13	62	-46	-9	29	21	23	-20	0	-2	0	0	0	0	0	0	0	-2	0	0	0	0	0	0	0	0	0	
0	-11	64	-45	-11	29	22	22	-19	2	0	0	-1	0	0	-1	0	2	0	0	-1	0	0	-1	0	0	0	0	
0	-12	65	-43	-11	31	22	25	-19	1	0	2	-1	1	0	1	1	1	0	2	-1	1	0	1	1	0	0	0	
0	-14	63	-44	-9	32	21	24	-18	0	-1	1	0	2	0	0	1	0	-1	1	0	2	0	0	1	0	0	0	
0	-11	64	-44	-8	28	22	25	-16	2	0	1	1	-1	0	1	3	2	0	1	1	-1	0	1	3	0	0	0	
0	-15	63	-46	-10	29	20	25	-22	-1	0	0	0	0	0	1	-2	-1	0	0	0	0	0	1	-2	0	0	0	
0	-11	64	-47	-10	28	21	25	-18	2	0	-1	0	-1	0	1	1	2	0	-1	0	-1	0	1	1	0	0	0	
0	-13	63	-44	-9	31	20	23	-19	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	
